tweet_id	reply_id	Sarcasm	Contains_Hate
1223348094407974914	1223360246372098049	1	0
1223348094407974914	1223359939273527300	0	0
1223348094407974914	1223351492595331072	0	0
1223348094407974914	1223360810333941763	1	0
1223348094407974914	1223361950446444545	0	0
1223348094407974914	1223365130081243140	0	0
1223348094407974914	1223603893847973889	0	0
1223348094407974914	1223606075628359680	0	0
1223348094407974914	1223356767842816000	0	0
1223348094407974914	1223358608316010497	0	0
1223348094407974914	1223359119719047175	0	0
1223348094407974914	1223502129664548865	0	0
1223348094407974914	1223394287817195521	0	0
1223348094407974914	1223958573056774145	0	0
1223348094407974914	1223348945172291584	0	0
1223348094407974914	1223350789739110401	0	0
1223348094407974914	1223496279679959041	0	0
1223348094407974914	1223511557730111488	0	0
1223348094407974914	1223561243270627328	0	0
1223348094407974914	1223513217110020097	0	0
1223348094407974914	1223378487634993158	0	0
1223348094407974914	1223471516391739394	0	0
1223348094407974914	1223557597724401664	0	0
1223348094407974914	1223374587066494977	1	0
1223348094407974914	1223422398785114112	1	0
1223348094407974914	1223719524903591937	0	0
1223348094407974914	1223545117463760896	0	0
1223348094407974914	1223627139490160641	0	0
1223348094407974914	1223724751111294983	0	0
1223348094407974914	1223391849773223942	0	0
1223828229619953666	1223828229619953666	1	0
1223828229619953666	1223837648688746499	0	0
1223828229619953666	1223838317411815424	0	0
1223828229619953666	1223839068737429510	0	0
1223828229619953666	1223839488604024833	0	0
1223828229619953666	1223838990337499136	0	0
1223828229619953666	1223896789226524674	0	0
1223828229619953666	1223909798833479687	0	0
1223828229619953666	1223850141418840064	0	0
1223828229619953666	1223851607730814976	0	0
1223828229619953666	1223836669431943170	0	0
1223828229619953666	1223977966453108736	0	0
1223828229619953666	1224145241822941185	0	0
1223828229619953666	1223843480281190400	0	0
1223828229619953666	1223852495803494400	0	0
1223828229619953666	1223893147811569664	0	0
1223828229619953666	1224064579103285251	0	0
1223828229619953666	1223996738534625280	0	0
1223948263386165248	1223948263386165248	0	0
1224062647496253442	1224095293790130177	0	0
1224062647496253442	1224073933693034497	0	0
1224062647496253442	1224183167990616064	1	0
1224062647496253442	1224595486591594496	0	0
1224062647496253442	1224071016500154368	0	0
1224062647496253442	1224214189885075457	0	0
1224062647496253442	1224234013788975106	0	0
1224062647496253442	1224069776521211904	1	0
1224062647496253442	1224193855479861249	1	0
1224062647496253442	1224100787959271424	0	0
1224098807757070336	1224098807757070336	1	0
1224098807757070336	1224372597682556935	0	0
1224434588497272832	1224362519399145472	0	0
1226906925893406720	1226901523868901379	0	0
1226906925893406720	1226902124094775297	0	0
1226906925893406720	1226909679764344834	0	0
1226906925893406720	1226912245499781120	0	0
1226906925893406720	1226901979219316736	0	0
1226906925893406720	1226906925893406720	0	0
1226906925893406720	1226901817998614529	0	0
1226906925893406720	1226901940719751168	0	0
1226906925893406720	1226902024899497990	0	0
1226906925893406720	1226954686638546944	0	0
1226906925893406720	1226946106401185804	0	0
1226906925893406720	1226902345285603328	0	0
1226906925893406720	1226902401598316544	0	0
1226906925893406720	1226903816961961989	0	0
1226906925893406720	1226903950269571073	0	0
1226906925893406720	1226904021740531716	0	0
1226906925893406720	1226904573861924864	0	0
1226906925893406720	1226904684062965765	0	0
1226906925893406720	1226905029581451264	0	0
1226906925893406720	1226906326871224320	0	0
1226906925893406720	1226906937662615552	0	0
1226906925893406720	1226907961227972609	0	0
1226906925893406720	1226908497155182593	0	0
1226906925893406720	1226908717213458432	0	0
1226906925893406720	1226908818254311425	0	0
1226906925893406720	1226915562716045313	0	0
1226906925893406720	1226920217055547392	0	0
1226906925893406720	1226930718258888710	0	0
1226906925893406720	1226936917461229575	0	0
1226906925893406720	1226937926422016000	0	0
1226906925893406720	1227003587865272325	0	0
1226906925893406720	1226902209612390400	0	0
1226906925893406720	1226905653958053891	0	0
1226906925893406720	1226909556393041920	0	0
1226906925893406720	1226909769732153344	0	0
1226906925893406720	1226902247549931523	1	0
1226906925893406720	1226902695367278594	0	0
1226906925893406720	1226902441423142912	0	0
1226906925893406720	1226969317578854400	0	0
1226906925893406720	1226903640369172480	0	0
1226906925893406720	1226911163503513601	0	0
1226906925893406720	1226954876795617281	0	0
1226906925893406720	1226901700121899014	0	0
1226906925893406720	1226903291793223687	0	0
1226906925893406720	1226937107639414784	0	0
1226906925893406720	1226952954478903296	0	0
1226906925893406720	1226985829081456641	0	0
1226906925893406720	1226987728610451459	0	0
1226906925893406720	1227129868263010305	0	0
1226906925893406720	1226903797357740032	0	0
1226906925893406720	1226905042499899398	0	0
1226906925893406720	1226928714358894594	0	0
1222637988657737728	1222637988657737728	0	0
1222637988657737728	1222654780805468160	0	0
1222637988657737728	1222889161478135809	0	0
1222637988657737728	1222646073098981377	0	0
1222642761003937792	1222642761003937792	0	0
1222642761003937792	1223941587551637504	0	0
1222642761003937792	1222645991662329856	0	0
1222662184058134528	1222662184058134528	0	0
1222662184058134528	1222675705185611777	0	0
1222662184058134528	1222762965734215681	0	0
1222662184058134528	1222668857980211202	0	0
1222662184058134528	1222804285429174273	0	0
1222662184058134528	1222664120295665670	0	0
1222662184058134528	1222965316789198848	0	0
1222662184058134528	1222971775056785408	0	0
1222662184058134528	1223033875833724930	1	0
1222662184058134528	1223138811619827712	0	0
1222662184058134528	1222672712771997699	0	0
1222662184058134528	1222670141768577024	0	0
1222662184058134528	1222703478637809666	1	0
1222662184058134528	1222703637673189377	0	0
1222662509129322497	1222789101516140545	0	0
1222662509129322497	1222662995576328192	1	1
1222662509129322497	1222683199618371586	0	0
1222662509129322497	1222843300668944385	0	0
1222662509129322497	1222778424361656325	0	0
1222662509129322497	1222843221270769664	0	0
1222662509129322497	1222860016832655360	0	0
1222662509129322497	1222875605030653952	0	0
1222662509129322497	1222876480746786816	0	0
1222662509129322497	1223039081753518081	0	0
1222662509129322497	1225133870787506176	0	0
1222662509129322497	1225137159864311811	0	0
1222662509129322497	1222854057448132608	0	0
1222662509129322497	1223297572284125187	0	0
1222662509129322497	1222759004067323904	0	0
1222662509129322497	1222876349745987584	0	0
1222662509129322497	1222868865132257281	0	0
1222662509129322497	1223033570995974148	0	0
1222662509129322497	1225136387936137222	0	0
1222662509129322497	1222708610893000704	0	0
1222662509129322497	1222753167089262592	1	0
1222662509129322497	1222799309399379970	0	0
1222662509129322497	1222744197595353089	0	1
1222662509129322497	1222748524569419776	1	0
1222993763254931459	1222993763254931459	0	0
1222993763254931459	1222994234233565185	0	0
1227565288864047115	1227565288864047115	0	0
1227565288864047115	1227567329753673729	0	0
1244397384416755721	1244397384416755721	0	0
1244397384416755721	1244428688378269698	0	0
1244397384416755721	1244435103822077952	0	0
1244397384416755721	1244437043872256000	0	0
1244397384416755721	1244441087722295296	0	0
1244397384416755721	1244568381182939136	0	0
1244397384416755721	1244399026386190345	0	0
1244397384416755721	1244400210434031621	0	0
1244397384416755721	1244404118409666560	0	0
1244397384416755721	1244400627154903046	0	0
1244397384416755721	1244415378928939009	0	0
1244397384416755721	1244416291244519427	0	0
1244397384416755721	1244419391653130246	0	0
1244397384416755721	1244419784969801730	0	0
1244397384416755721	1244415950180532225	0	0
1244397384416755721	1244400815965683714	0	0
1244397384416755721	1244402716249657344	0	0
1244397384416755721	1244405227006169090	0	0
1244397384416755721	1244405786371112960	0	0
1244397384416755721	1244407802015162368	0	0
1244397384416755721	1244414735614951425	0	0
1244397384416755721	1244419620691460097	0	0
1244397384416755721	1244427691148955649	0	0
1244397384416755721	1244591200369344513	0	0
1244397384416755721	1244417113193951232	0	0
1244397384416755721	1244428265110016006	0	0
1244397384416755721	1244434901815816192	0	0
1244397384416755721	1244568497876873216	0	0
1244397384416755721	1244398325002047490	0	0
1244397384416755721	1244398624844455936	0	0
1244397384416755721	1244570751770021890	1	0
1244397384416755721	1244605931310153728	0	0
1244397384416755721	1244568581846810624	0	0
1244397384416755721	1244397568798400512	0	0
1244397384416755721	1244398600978907136	0	0
1244397384416755721	1244568444969848832	0	0
1244397384416755721	1244506964572418048	0	0
1244397384416755721	1244568529078308864	0	0
1244397384416755721	1244427722199306241	0	0
1244397384416755721	1244443882521350144	0	0
1244397384416755721	1244443602874503168	0	0
1244397384416755721	1244435224961875969	0	0
1244397384416755721	1245064459275644930	0	0
1244397384416755721	1245073990395232256	0	0
1244397384416755721	1245074656358473728	0	0
1244397384416755721	1245075550391189505	0	0
1244397384416755721	1245101690786852867	0	0
1244397384416755721	1245075231217192960	0	0
1244397384416755721	1244442914815688712	0	0
1244397384416755721	1244568421351727105	0	0
1223672259392495616	1223582346856861698	0	0
1223672259392495616	1223583075868778496	0	1
1223672259392495616	1223583172681703424	0	0
1223672259392495616	1223583372943003650	0	0
1223672259392495616	1223594728794529793	0	0
1223672259392495616	1223596381849387015	0	0
1223672259392495616	1223694476821987328	0	0
1223672259392495616	1223966543714967554	0	0
1223672259392495616	1223582993886990336	0	0
1223672259392495616	1223583028229935105	0	0
1223672259392495616	1223583454987784192	1	0
1223672259392495616	1223586388966301696	0	0
1223672259392495616	1223587400313638912	0	0
1223672259392495616	1223594967731523584	0	0
1223672259392495616	1223630574251888640	0	0
1223672259392495616	1223778142231416832	0	0
1234195486317449216	1234195486317449216	0	0
1234195486317449216	1234201219037630465	0	0
1233111310377852929	1233111310377852929	0	0
1233111310377852929	1233146268706365441	0	0
1233111310377852929	1233115790435651584	0	0
1233111310377852929	1233119159392899073	0	0
1233111310377852929	1233119883442999298	0	0
1222221960744185856	1222221960744185856	0	0
1222221960744185856	1222227050456633346	0	0
1222114504064061440	1222114504064061440	0	0
1228527747208749056	1228527747208749056	0	0
1228527747208749056	1228532335223746560	0	0
1223344879465529344	1223345340096688129	0	0
1223344879465529344	1227882991357173761	0	0
1226854874857472001	1226854874857472001	0	0
1226854874857472001	1226874097466007553	0	0
1226854874857472001	1226876092025315329	1	0
1226921929581506563	1226921929581506563	0	0
1226921929581506563	1226924058941497345	0	0
1226921929581506563	1227162978241433601	0	0
1226921929581506563	1226937945363484672	0	1
1226921929581506563	1227162956850397184	0	0
1227198040127217666	1227198040127217666	1	0
1227198040127217666	1227199711511302146	0	0
1227238786091761666	1235883854910668800	0	0
1227238786091761666	1222163318175084544	0	0
1227238786091761666	1221998988402003970	0	0
1227238786091761666	1225155833471938566	0	0
1227238786091761666	1223742642992877568	0	0
1227283544390529024	1227283544390529024	1	1
1227283544390529024	1227302027413348357	0	1
1227283544390529024	1227315000076906497	0	0
1227283544390529024	1227287885537259520	1	0
1227283544390529024	1227288146892742658	0	0
1227283544390529024	1227325108236230659	0	0
1227283544390529024	1227480037093453824	0	0
1227283544390529024	1227479040103198722	0	0
1227283544390529024	1227314902953582594	0	0
1227283544390529024	1227480232682283008	0	0
1227283544390529024	1227402998160273409	0	0
1227283544390529024	1227479217425801216	0	0
1227283544390529024	1227374486493835265	0	1
1227283544390529024	1227479346039967745	0	0
1227283544390529024	1227603817442705408	0	0
1227283544390529024	1227315072969695232	0	0
1227283544390529024	1227285109881155585	0	0
1227283544390529024	1227289654464073729	1	0
1227283544390529024	1227336634703712257	0	0
1227283544390529024	1227298426578259969	0	0
1227283544390529024	1227312138827505664	0	0
1227283544390529024	1227315448192098304	0	0
1222802038209290240	1222802038209290240	0	0
1222802038209290240	1222802919516463105	1	0
1222802038209290240	1222805883442409472	0	0
1222802038209290240	1222931213566074880	0	0
1227440094929465350	1227440094929465350	0	0
1227440094929465350	1227446392622325762	0	0
1230586229449797632	1230585695804092416	0	0
1230586229449797632	1230586584317255682	1	1
1230597435057156096	1230597435057156096	0	0
1230597435057156096	1230746906814337024	1	0
1230167283928047616	1230167283928047616	1	1
1230167283928047616	1230191665064894465	0	0
1230167283928047616	1230191905322958848	0	0
1230167283928047616	1230178049339150342	0	0
1230167283928047616	1230178917711044608	1	1
1230167283928047616	1230179678113222656	0	0
1230167283928047616	1230192369175318528	0	1
1230167283928047616	1230221307029180416	0	0
1230167283928047616	1230256295640518656	1	0
1230167283928047616	1230177158829629445	0	0
1230167283928047616	1230216065612951554	0	0
1224799962728468480	1224799962728468480	0	0
1224799962728468480	1224982424934866944	0	0
1224799962728468480	1224953679180005376	0	0
1224799962728468480	1224811172173508608	0	0
1224799962728468480	1225003426867744771	0	0
1224799962728468480	1225028041191182337	0	0
1224799962728468480	1225082442954018816	0	0
1224799962728468480	1224859836816535552	0	0
1224799962728468480	1225103290578427904	0	0
1224799962728468480	1225267329677824000	0	0
1224799962728468480	1230992522224242689	0	0
1224799962728468480	1225097540695207937	0	0
1230975091967758342	1231283560918769664	0	0
1230975091967758342	1231286272062369792	0	0
1230975091967758342	1231337222978195456	0	0
1230975091967758342	1231336660064849920	0	0
1230975091967758342	1231285561442422784	0	1
1230975091967758342	1231341593308864519	0	0
1224963851457847301	1224963851457847301	0	0
1224963851457847301	1224971107259777024	0	0
1224963851457847301	1224987823582928896	0	0
1224963851457847301	1224968984434565120	0	0
1224963851457847301	1225097438698123266	0	0
1224963851457847301	1224994783136972801	0	0
1225070714941661185	1225070714941661185	0	0
1225070714941661185	1225074305026924545	0	0
1225070714941661185	1225082801592160257	0	1
1225070714941661185	1225268919344205824	0	0
1225070714941661185	1225074712906211335	0	0
1229655121153462272	1229655121153462272	0	0
1229655121153462272	1230195309524942848	0	0
1229655121153462272	1230195453079248897	0	0
1230626530499448834	1230626530499448834	0	0
1230626530499448834	1230634507591655424	1	1
1230626530499448834	1230646292478644228	0	0
1230626530499448834	1230820315573506048	0	0
1230626530499448834	1230918383220264961	0	0
1230626530499448834	1230768833264111618	0	1
1230635003886915584	1230726651866042368	0	0
1230635003886915584	1230642588773994498	0	0
1230635003886915584	1230656558004088832	0	0
1230635003886915584	1230818998910148610	0	0
1230635003886915584	1231628050456072192	0	0
1230635003886915584	1230784650521563138	0	0
1230635003886915584	1230912992792977410	0	0
1230635003886915584	1230788044434919426	0	0
1230635003886915584	1230770664300171266	0	0
1230635003886915584	1230861508227354630	0	0
1230635003886915584	1230648728140288002	1	1
1230866262265356290	1230865711196770308	0	0
1230866262265356290	1230865899223232512	0	0
1230866262265356290	1230866364694515713	0	0
1230866262265356290	1230866387213660161	0	0
1230866262265356290	1230867338989359105	0	0
1230866262265356290	1230867479855091715	0	0
1230866262265356290	1230868821013127168	0	0
1230866262265356290	1230870119066284033	0	0
1230866262265356290	1230879835939115012	0	0
1230866262265356290	1230888528072105984	0	0
1230866262265356290	1230923161874632704	0	0
1230866262265356290	1230945171438743553	0	0
1230866262265356290	1230953364441137152	0	0
1230866262265356290	1230968852864999424	0	0
1230866262265356290	1230971007583866881	0	0
1230866262265356290	1231098288008581120	0	0
1230866262265356290	1231103791199641601	0	0
1230866262265356290	1230866262265356290	0	0
1230866262265356290	1230868084728176645	0	0
1230866262265356290	1230867019895013378	0	0
1230866262265356290	1230868518691885056	1	0
1230866262265356290	1230907469938987009	0	0
1230866262265356290	1230871536975962112	0	0
1230866262265356290	1230990633411715072	0	0
1230866262265356290	1231127629325053952	0	0
1230901611201024009	1230901611201024009	0	0
1230901611201024009	1230912764618604544	0	0
1230901611201024009	1230922960048992257	1	0
1228689052980973569	1228689052980973569	0	0
1228689052980973569	1228689571589869568	0	0
1237832848851296256	1237830795911462912	0	0
1237832848851296256	1237831140309979143	0	1
1237832848851296256	1237832848851296256	0	0
1234478784407052288	1234478784407052288	0	0
1234478784407052288	1234534664376811523	1	1
1234478784407052288	1234555439234371587	0	0
1234543584948428803	1234543584948428803	0	0
1234543584948428803	1234552356026671106	0	0
1234559566203019273	1234559564516818944	0	1
1234559566203019273	1234559566203019273	0	0
1234573265164783616	1234536207247380480	0	0
1234573265164783616	1234537638637588483	0	0
1234573265164783616	1234537596182781954	1	0
1234573265164783616	1234538268479365120	0	0
1234573265164783616	1234540028497453058	0	0
1234573265164783616	1234555929238089734	0	0
1234573265164783616	1234560285668671488	0	1
1234573265164783616	1234562468099379201	0	0
1234573265164783616	1234583794625269762	0	0
1234573265164783616	1234584876399124480	1	0
1234573265164783616	1234649098411794439	0	0
1234573265164783616	1234677935040188417	0	0
1234573265164783616	1234717439667118080	0	0
1234573265164783616	1234719901253763072	0	0
1234573265164783616	1234743691572645889	0	0
1234573265164783616	1234769721939169280	0	0
1234573265164783616	1234913599920967685	0	0
1234573265164783616	1234589691074273280	0	1
1234573265164783616	1234590879400308738	0	0
1234573265164783616	1234552205027553280	0	0
1234573265164783616	1234558289477873665	0	0
1234573265164783616	1234557783170801666	0	1
1234573265164783616	1234587706417647617	1	1
1234573265164783616	1234540088324956161	0	0
1234573265164783616	1234560367973498880	0	0
1234573265164783616	1234566124857155593	0	0
1234573265164783616	1234591787928428545	0	0
1234573265164783616	1234601910155513856	0	0
1234573265164783616	1234708052978343943	0	0
1234573265164783616	1234573265164783616	0	0
1234573457561673730	1234553134879514625	0	0
1234573457561673730	1234554167861161995	0	0
1234573457561673730	1234574176205332481	0	0
1234573457561673730	1234561647655735298	0	0
1234573457561673730	1234593707334291458	0	0
1234573457561673730	1234695633279291393	0	0
1234573457561673730	1234752358866989056	0	1
1234573457561673730	1234696159144415233	0	0
1234573457561673730	1234599366163357697	0	1
1234573457561673730	1234794525618528257	0	0
1234573457561673730	1234784444382351361	0	0
1234573457561673730	1234797413203881984	0	0
1234573457561673730	1234872528096710661	0	0
1234573457561673730	1234559001603584000	0	0
1234573457561673730	1234876225379872768	0	1
1234573457561673730	1234558743427375104	0	0
1234573457561673730	1234559461081145344	0	1
1234573457561673730	1234563706891251712	0	0
1234573457561673730	1234560545719824384	0	0
1234573457561673730	1234604050253045766	0	0
1234573457561673730	1234596594365980677	0	0
1234573457561673730	1234581526085603328	0	0
1234573457561673730	1234593609443414016	1	0
1234573457561673730	1234580405413650439	0	1
1234573457561673730	1234570615232831490	0	0
1234573457561673730	1234578342269116416	0	0
1234573457561673730	1234579356644782085	0	0
1234573457561673730	1234596544969682944	0	0
1234573457561673730	1234696319912026112	0	0
1234573457561673730	1234876270867091457	0	0
1234573457561673730	1234596886633381888	0	0
1234573457561673730	1234710539546382336	0	0
1234573457561673730	1234586700728426502	0	0
1234573457561673730	1234555831087255552	0	0
1234573457561673730	1234601252174073856	0	0
1234573457561673730	1234602363647819776	0	1
1234573457561673730	1234589854064955400	0	0
1234573457561673730	1234556483100082176	0	0
1234573457561673730	1234586046786146304	0	0
1234573457561673730	1234554011942113280	0	0
1234573457561673730	1234555447937552384	0	0
1234573457561673730	1234556443799572481	0	0
1234573457561673730	1234560475599441922	0	1
1234573457561673730	1234597450717024256	0	0
1234573457561673730	1234639207999721473	0	0
1234573457561673730	1234590292734566403	0	0
1234573457561673730	1234590488478572546	0	0
1234573457561673730	1234553378677633024	0	0
1234573457561673730	1234577209341435905	0	0
1234573457561673730	1234554178242043904	1	0
1234573457561673730	1234555792117948417	0	0
1234573457561673730	1234564199466008576	0	1
1234573457561673730	1234565677933002757	0	0
1234573457561673730	1234566544614666240	0	0
1234573457561673730	1234574420016082944	0	0
1234573457561673730	1234586194043949057	0	0
1234573457561673730	1234588208433856516	0	1
1234573457561673730	1234553594826850311	1	1
1234573457561673730	1234562135201587200	0	0
1234573457561673730	1234574370875592705	0	0
1234573457561673730	1234745442568720384	0	0
1234573457561673730	1234583281410224128	0	0
1234573457561673730	1234591741073817601	0	0
1234573457561673730	1234554996471062528	0	0
1234573457561673730	1234585463249416192	0	0
1234573457561673730	1234618743206141954	1	1
1234573457561673730	1234558911476305920	0	0
1234573457561673730	1234575919085432833	0	0
1234573457561673730	1234598056642871297	0	0
1234573457561673730	1234731845700509697	0	0
1234573457561673730	1234731909198024704	0	0
1234573457561673730	1234594921966919691	0	0
1234573457561673730	1234595811905933313	0	0
1234573457561673730	1234595968601010176	0	1
1234573457561673730	1234601290203881474	0	0
1234573457561673730	1234601903088185356	0	0
1234573457561673730	1234603061450022912	1	1
1234573457561673730	1234604133765799939	0	0
1234573457561673730	1234617227984412673	0	0
1234573457561673730	1234646190110789632	0	0
1234573457561673730	1234664504060854272	0	0
1234573457561673730	1234682858087731211	0	1
1234573457561673730	1234690802145800197	0	0
1234573457561673730	1234587489182068736	0	0
1234573457561673730	1234709501107896320	0	0
1234573457561673730	1234719682105659392	0	0
1234573457561673730	1234725049648795649	0	1
1234573457561673730	1234754258349838337	0	0
1234573457561673730	1234754906420105216	0	1
1234573457561673730	1234686567379169280	1	1
1234573457561673730	1234849779286519814	0	1
1234573457561673730	1234856738924396551	0	0
1234573457561673730	1234555220010717187	0	1
1234573457561673730	1234581191677939715	0	0
1234573457561673730	1234614391917760518	0	0
1234573457561673730	1234558331316047872	0	0
1234573457561673730	1234600684785414144	0	0
1234573457561673730	1234589896192536576	0	0
1234573457561673730	1234554839583141888	1	1
1234573457561673730	1234555381185208325	0	0
1234573457561673730	1234592212001968128	0	1
1234573457561673730	1234592357296869376	0	0
1234573457561673730	1234556132905177088	0	0
1234573457561673730	1234554728098549760	0	1
1234573457561673730	1234558269273890816	0	0
1234573457561673730	1234554163369041924	0	0
1234573457561673730	1234554413794066433	0	0
1234573457561673730	1234556557360275458	0	0
1234573457561673730	1234591319932260352	0	0
1234573457561673730	1234554771727671302	0	0
1234573457561673730	1234554892204855301	0	0
1234573457561673730	1234555085088313345	0	0
1234573457561673730	1234555349513986048	0	0
1234573457561673730	1234567275279265795	0	1
1234573457561673730	1234585173091590146	0	0
1234573457561673730	1234555024514129920	0	0
1234573457561673730	1234556009269600257	0	0
1234573457561673730	1234556414334525441	0	0
1234573457561673730	1234556628625764353	0	0
1234573457561673730	1234557047879995392	0	0
1234573457561673730	1234566348103200768	1	1
1234573457561673730	1234566534976110592	0	0
1234573457561673730	1234567935953448962	0	1
1234573457561673730	1234573311218192389	0	1
1234573457561673730	1234573457561673730	0	0
1234573457561673730	1234576198359044096	0	0
1234573457561673730	1234579841896341510	0	0
1234573457561673730	1234582498513969154	0	0
1234573457561673730	1234582926618132481	0	0
1234573457561673730	1234584546202521606	0	0
1234573457561673730	1234584767649189891	1	0
1234573457561673730	1234587077943189504	0	0
1234573457561673730	1234587839402299393	0	0
1234573457561673730	1234588154335834113	0	0
1234573457561673730	1234588442916532228	0	0
1234573457561673730	1234592231044063232	0	1
1234573457561673730	1234595624168894464	0	0
1234573457561673730	1234596036317982721	0	0
1234573457561673730	1234596366548160512	0	0
1234573457561673730	1234597633831952384	0	0
1234573457561673730	1234600314529046528	1	1
1234573457561673730	1234600621887676416	1	1
1234573457561673730	1234600720361558024	0	1
1234573457561673730	1234601795730759681	0	0
1234573457561673730	1234603471237677062	1	0
1234573457561673730	1234663451840020485	0	0
1234573457561673730	1234695072261853184	0	0
1234573457561673730	1234714163479486464	0	0
1234573457561673730	1234770499726692353	0	0
1234573457561673730	1234840430610698242	0	0
1234573457561673730	1234577577462968324	0	0
1234573457561673730	1234558812503396354	0	0
1234573457561673730	1234555761839280128	0	0
1234573457561673730	1234557295490629632	0	0
1234573457561673730	1234564781958467593	0	0
1234573457561673730	1234571387567734784	0	0
1234573457561673730	1234573226384207883	0	0
1234573457561673730	1234598969973579776	1	0
1234573523508748291	1234555819242422275	0	0
1234573523508748291	1234581703915712512	0	1
1234573523508748291	1234565277263761410	0	0
1234573523508748291	1234600353217359876	0	1
1234573523508748291	1234609365040193537	0	0
1234573523508748291	1234578778401181698	1	1
1234573523508748291	1234584276265504768	0	0
1234573523508748291	1234573523508748291	0	0
1234490120541212672	1234490120541212672	0	0
1234490120541212672	1234490655797391365	0	0
1234490120541212672	1234594322441437185	0	0
1234490120541212672	1234831282678444035	0	1
1234490120541212672	1234538596322988032	0	0
1234490120541212672	1234556257740230656	1	0
1234490120541212672	1234554015691747330	0	0
1234490120541212672	1235247775270555649	0	0
1234490120541212672	1234575474849964039	0	0
1234490120541212672	1234942245645803521	0	0
1234490120541212672	1246239436490395649	0	0
1234490120541212672	1234565176663400448	0	0
1234490120541212672	1234566449668161536	0	0
1234490120541212672	1234579545321283584	0	1
1234490120541212672	1234561371209191424	1	0
1234490120541212672	1234560416048656384	0	0
1234490120541212672	1234568938106822657	0	0
1234490120541212672	1234597104489844736	0	0
1234521492643307526	1234521418295107584	0	0
1234521492643307526	1234521492643307526	0	0
1234521492643307526	1234511823342383104	1	0
1234485229068226562	1234469200477007872	0	0
1234485229068226562	1234485229068226562	1	0
1234730049284141056	1234733991082831873	0	0
1234730049284141056	1234745208098770944	0	1
1231269100464332814	1231928835039485952	0	0
1231269100464332814	1231733575629844480	0	0
1231269100464332814	1231523042960039936	0	0
1231269100464332814	1231545912847163393	0	0
1231269100464332814	1232572439336538113	0	0
1231662568508469250	1231662568508469250	0	0
1231662568508469250	1231663099641520132	0	0
1232768209415262210	1232768209415262210	0	0
1232768209415262210	1232768441452580864	0	0
1232768209415262210	1232768558519771137	0	0
1232768209415262210	1232768967384719360	0	0
1232768209415262210	1232768987794112512	0	0
1232768209415262210	1232769046153748481	0	0
1232768209415262210	1232770017885872129	0	0
1232768209415262210	1232770492815286272	0	0
1232768209415262210	1232770954767556609	0	0
1232768209415262210	1232784408249356296	0	0
