tweetID	label	has_reply	sarcasm	Contains_Hate	number_of_replies	sarcasm_mean	hate_mean
1243968371378528256	TRUE	1	0	0	2	0	0
1243979922915373058	TRUE	1	0	0	2	0	0
1234742806981283840	TRUE	1	0	0	3	0	0
1237120725560983557	TRUE	1	0	0	2	0	0
1232375486631858178	FALSE	1	0	0	2	0.5	0
1232377386689269760	FALSE	1	0	0	3	0	0
1232706172626579456	FALSE	1	0	0	21	0	0.04761904762
1232361460111638528	FALSE	1	0	0	61	0.131147541	0.08196721311
1232351751975645186	FALSE	1	0	0	24	0	0.125
1232401983476289536	FALSE	1	0	0	1	0	0
1237813506222800896	FALSE	1	0	0	24	0.125	0.04166666667
1237813647272968194	FALSE	1	0	0	1	0	0
1237813735223410691	FALSE	1	0	0	83	0.0843373494	0.1084337349
1237714719361859585	FALSE	1	0	1	1	0	0
1234106062221041669	FALSE	1	1	0	13	0.07692307692	0
1234175359198879748	FALSE	1	0	0	8	0.5	0.125
1234201219104636930	FALSE	1	0	0	31	0.03225806452	0
1236688542136504327	FALSE	1	0	0	13	0	0
1238121550701879296	FALSE	1	0	0	2	0	0.5
1235354223098974214	FALSE	1	0	0	5	0.2	0
1235459178757361669	FALSE	1	0	0	4	0	0
1235484032055382016	FALSE	1	0	0	1	0	0
1234953416813826050	FALSE	1	0	0	37	0.1621621622	0
1234576483798192130	FALSE	1	0	0	1	0	0
1234585587652481025	FALSE	1	0	0	15	0.06666666667	0
1234822047919943683	FALSE	1	0	0	7	0	0
1234629424768782342	FALSE	1	0	0	2	0	0
1234613251624882181	FALSE	1	0	0	4	0	0
1234590899499413505	FALSE	1	0	0	5	0	0
1234584264928374785	FALSE	1	0	0	2	0	0
1234576648189677573	FALSE	1	0	0	3	0.3333333333	0
1234547140275429387	TRUE	1	0	0	3	0	0
1234848168447180805	FALSE	1	0	0	4	0	0
1234947801693532160	FALSE	1	0	0	3	0	0
1235576248891576320	FALSE	1	1	1	3	0.6666666667	0.3333333333
1235738044826890245	FALSE	1	0	0	4	0	0
1236307421783564293	FALSE	1	0	0	24	0.125	0
1237132820646170624	TRUE	1	0	0	2	0	0
1235165302880702464	FALSE	1	0	0	11	0.1818181818	0.09090909091
1235311825337667590	FALSE	1	0	0	12	0.08333333333	0.25
1234571867903733760	FALSE	1	0	0	5	0	0
1235149866252283905	FALSE	1	0	0	1	0	0
1235231401873756160	FALSE	1	0	0	3	0.3333333333	0
1250535619962589184	FALSE	1	0	0	52	0.1538461538	0.03846153846
1235309361267970057	FALSE	1	0	0	27	0.3333333333	0.1111111111
1235317982575894532	FALSE	1	0	0	1	0	0
1236033056399601670	FALSE	1	0	0	3	0	0
1236271514502209542	FALSE	1	0	0	13	0	0
1237229031134842881	FALSE	1	0	0	174	0.1609195402	0.08620689655
1235138095474933761	FALSE	1	0	0	3	0	0
1235176601651949568	FALSE	1	0	0	2	0	0
1235176824784719872	FALSE	1	0	0	4	0.5	0
1235137643538612224	FALSE	1	0	0	8	0.25	0.375
1235304749467131905	FALSE	1	0	0	31	0.1935483871	0.1290322581
1235304701203296256	FALSE	1	0	0	3	0.3333333333	0
1235191418563350529	TRUE	1	0	0	32	0.1875	0.1875
1235298009614880768	TRUE	1	0	0	20	0.05	0.05
1235300217966260225	TRUE	1	0	0	16	0.0625	0.0625
1235265607181967368	FALSE	1	0	0	3	0	0
1235040304748625921	FALSE	1	0	0	18	0.1666666667	0
1235064449293094912	FALSE	1	0	0	1	0	0
1235107640486719488	FALSE	1	0	0	1	0	0
1235173630402846720	FALSE	1	0	0	1	0	0
1235218324272934912	FALSE	1	0	0	1	0	0
1235221244338794501	FALSE	1	0	0	4	0	0
1235151087058989056	FALSE	1	0	0	3	0.3333333333	0
1235288075376488450	FALSE	1	0	0	1	0	1
1235147394901323776	FALSE	1	0	0	2	0	0
1235297546437873664	FALSE	1	0	0	14	0.07142857143	0.1428571429
1235297940903809025	FALSE	1	0	0	3	0	0
1235162959237787648	FALSE	1	0	0	46	0.04347826087	0.02173913043
1235168668260143104	FALSE	1	0	0	32	0.03125	0.0625
1235289978047025154	FALSE	1	1	0	1	0	0
1235306884808273921	FALSE	1	0	0	87	0.06896551724	0
1235310566530523136	FALSE	1	0	0	57	0.1929824561	0.08771929825
1235311953486241796	FALSE	1	0	0	11	0.1818181818	0
1235329601339043841	FALSE	1	1	1	1	1	0
1235331924400500739	FALSE	1	0	0	9	0.3333333333	0.1111111111
1235429909490618369	FALSE	1	1	0	13	0.1538461538	0
1235491353204752385	FALSE	1	0	0	252	0.03968253968	0.03571428571
1235526941438095361	FALSE	1	0	0	1	1	1
1235553665563443200	FALSE	1	1	0	109	0.2660550459	0.09174311927
1235308217485361152	FALSE	1	0	0	10	0.2	0
1235312446346350592	FALSE	1	0	0	6	0.1666666667	0.1666666667
1235379271343931394	FALSE	1	0	0	5	0	0
1235054767828873216	FALSE	1	0	0	1	0	0
1235122390218100736	FALSE	1	0	0	2	0	0
1235136933292105730	FALSE	1	0	0	11	0	0.2727272727
1235143956800966656	FALSE	1	1	0	2	0.5	0
1235156486659223552	FALSE	1	0	0	6	0.3333333333	0
1235160238921265153	FALSE	1	0	0	2	0	0
1235179441724289025	FALSE	1	0	0	2	0	0
1235183029095723008	FALSE	1	0	0	22	0.04545454545	0.04545454545
1235194639637983237	TRUE	1	0	0	4	0	0
1235197265922449408	FALSE	1	0	0	7	0.2857142857	0
1235230004990136322	FALSE	1	0	0	5	0	0
1235231568697978881	FALSE	1	0	0	2	0	0
1235268548022472704	FALSE	1	0	0	2	0.5	0
1235284825273184260	FALSE	1	0	0	2	0.5	0
1235288658883862530	FALSE	1	0	0	89	0.1011235955	0.1123595506
1235299928831909888	FALSE	1	0	0	5	0	0
1235300012889968649	FALSE	1	0	0	2	0	0
1235304738796732417	FALSE	1	0	0	33	0.1212121212	0.06060606061
1235304942921015296	FALSE	1	0	0	113	0.1061946903	0.185840708
1237830573026050048	FALSE	1	0	0	2	0	0
1236904466160537601	FALSE	1	0	0	3	0	0
1236950635532169216	FALSE	1	0	0	3	0	0
1236988990693216262	FALSE	1	0	0	4	0	0
1237002194488041476	FALSE	1	0	0	2	0	0
1238228998800449536	FALSE	1	0	0	2	0	0
1238232885712302080	FALSE	1	0	0	1	0	0
1238234526385606664	FALSE	1	0	0	3	0	0
1238236484639035393	FALSE	1	0	0	3	0	0
1238226794458894343	FALSE	1	0	0	26	0.03846153846	0.03846153846
1238227891906908165	FALSE	1	0	0	3	0	0
1238223419449188352	FALSE	1	0	0	25	0	0
1238224826373996544	FALSE	1	0	0	9	0	0
1238235773649944593	TRUE	1	0	0	3	0.3333333333	0
1238236191264256003	TRUE	1	0	0	2	0	0
1238223812476403712	FALSE	1	0	0	10	0	0
1238225561916510214	FALSE	1	0	0	2	0	0
1238226396692074502	FALSE	1	0	0	2	0	0
1238237651700002816	FALSE	1	0	0	11	0.09090909091	0
1241428440806498306	FALSE	1	0	0	2	0	0
1238227519163203585	FALSE	1	0	0	3	0	0.3333333333
1238227657072029710	FALSE	1	0	0	9	0	0
1238227750957219840	FALSE	1	0	0	2	0	0
1238228133674921984	FALSE	1	0	0	2	0	0
1238228287492628480	FALSE	1	0	0	2	0	0
1238229175527518209	FALSE	1	0	0	3	0	0
1238229347217137664	FALSE	1	0	0	1	0	0
1238231494419779590	FALSE	1	0	0	2	0	0
1238231859533885440	FALSE	1	0	0	1	0	0
1238234726315458567	TRUE	1	0	0	2	0	0
1238234825879928833	FALSE	1	0	0	5	0	0
1238236850390786050	FALSE	1	0	0	1	0	0
1238240849638707205	FALSE	1	0	0	2	0	0
1238329307019296768	TRUE	1	0	0	2	0	0
1238419542172262401	TRUE	1	0	0	1	0	0
1238430944119468032	FALSE	1	0	0	5	0	0
1238952694649364481	FALSE	1	0	0	2	0	0
1239106808775618562	FALSE	1	1	0	3	0.6666666667	0.3333333333
1239694816176472064	FALSE	1	1	0	240	0.008333333333	0.008333333333
1238959556551729152	FALSE	1	0	0	7	0.1428571429	0
1238977850801340422	FALSE	1	1	0	2	0.5	0
1239235158764597249	TRUE	1	0	0	1	0	0
1239279224575401990	FALSE	1	0	0	2	0	0
1241087869504098305	FALSE	1	0	0	2	0	0
1243298582360457217	FALSE	1	0	0	3	0	0
1240653856717094912	FALSE	1	0	0	7	0	0
1240771563496095749	TRUE	1	0	0	4	0	0
1241140758234771456	FALSE	1	0	0	9	0.1111111111	0
1240695017577918464	FALSE	1	0	0	2	0	0
1240782645660987395	FALSE	1	0	0	10	0	0
1241140059174318080	FALSE	1	0	0	1	0	0
1238970889162686464	FALSE	1	0	0	3	0	0
1238974000715517955	FALSE	1	0	0	85	0.05882352941	0.01176470588
1238975193302925319	FALSE	1	0	0	1	0	0
1238975912110174208	FALSE	1	0	0	2	0	0
1238977546382905346	FALSE	1	0	0	3	0	0
1239320560162803712	FALSE	1	0	0	2	0	0
1239335974817222657	FALSE	1	0	0	3	0	0
1239337563015520256	TRUE	1	0	0	3	0	0
1246574279015247872	FALSE	1	1	0	3	0.6666666667	0
1241866460563202049	FALSE	1	1	0	2	0.5	0
1244369670095978497	FALSE	1	0	0	3	0	0
1240768404178505728	FALSE	1	0	0	36	0.05555555556	0.05555555556
1233484875660963845	FALSE	1	0	0	1	0	0
1233489254053031936	FALSE	1	0	0	2	0	0
1243654376415211535	FALSE	1	0	1	8	0.125	0
1243659638819692544	FALSE	1	0	0	13	0	0
1243679441601134593	FALSE	1	0	0	1	0	0
1244038888735354881	FALSE	1	0	0	1	0	0
1243677573382656001	FALSE	1	0	0	9	0	0
1243680710772379648	FALSE	1	0	0	10	0.1	0
1243927074311557120	TRUE	1	0	0	2	0	0
1234558285103161346	FALSE	1	0	0	2	0	0
1221707664385880064	FALSE	1	0	0	9	0.2222222222	0
1225015275722092547	FALSE	1	0	0	4	0	0
1221644063503474694	FALSE	1	0	0	3	0	0
1241125138713755651	FALSE	1	0	1	446	0.01793721973	0.01121076233
1241505182589968384	FALSE	1	0	0	7	0	0
1241506665226256386	FALSE	1	0	0	19	0.1578947368	0.05263157895
1241766269256372224	FALSE	1	0	0	14	0	0
1242195376955961346	TRUE	1	1	0	2	0.5	0
1242585351656550402	FALSE	1	0	0	26	0.2692307692	0.07692307692
1242140307782864896	TRUE	1	0	0	3	0	0
1245296490219790336	TRUE	1	0	0	7	0.1428571429	0.2857142857
1248378252910977025	TRUE	1	0	0	3	0	0.3333333333
1252348098421993478	FALSE	1	0	0	21	0	0
1255637576800706560	FALSE	1	0	0	16	0	0
1222666361278795780	FALSE	1	0	0	1	0	0
1221860602504798215	FALSE	1	1	0	6	0.3333333333	0
1221823224369025024	FALSE	1	0	0	19	0	0
1222154598548496387	FALSE	1	0	0	13	0.07692307692	0
1222209621277990913	FALSE	1	0	0	2	0	0
1222640835331788800	FALSE	1	0	0	2	0.5	0
1223215369843892225	FALSE	1	0	0	2	0	0
1222095647001784321	FALSE	1	0	0	3	0	0
1221733828655558657	FALSE	1	0	0	24	0.125	0
1221895610426646534	FALSE	1	0	0	19	0.1052631579	0.05263157895
1221783337326514182	FALSE	1	0	0	13	0.07692307692	0
1221831653091352576	FALSE	1	0	0	4	0	0
1221985073861406720	FALSE	1	0	0	3	0	0
1222069878867271680	FALSE	1	0	0	8	0.125	0
1222160831187734529	FALSE	1	0	0	1	0	0
1223696016915955712	FALSE	1	0	0	8	0.125	0.125
1231205648513273857	FALSE	1	0	0	3	0	0
1231232800260575233	FALSE	1	0	0	4	0.25	0
1233478053055156226	FALSE	1	1	0	2	0.5	0
1233507744918986756	FALSE	1	0	0	2	0	0
1222996115269857291	TRUE	1	0	0	4	0	0.25
1225123562761203712	FALSE	1	0	0	9	0.1111111111	0
1237753481055928320	FALSE	1	1	0	1	0	0
1221917009363046400	FALSE	1	0	0	16	0.125	0
1222002202430115840	FALSE	1	0	0	6	0.5	0
1222178335452692481	FALSE	1	0	0	6	0	0
1222196709490601984	FALSE	1	1	0	87	0.06896551724	0.1609195402
1223204507708010496	FALSE	1	1	0	6	0.3333333333	0
1223660080098357254	FALSE	1	1	0	7	0.5714285714	0
1224593850381078528	FALSE	1	0	0	4	0.5	0
1240359417264123904	FALSE	1	1	0	4	0.25	0
1229016851587440640	TRUE	1	0	0	74	0.09459459459	0.02702702703
1228804787015241730	FALSE	1	0	0	21	0	0.04761904762
1227875399054524416	FALSE	1	0	0	2	0	0
1228426390476926976	FALSE	1	0	0	5	0	0
1228654951896961025	FALSE	1	0	0	3	0	0
1228315227017678848	FALSE	1	0	0	3	0	0
1228701849378787328	FALSE	1	0	0	7	0.1428571429	0
1228715426890309636	FALSE	1	0	0	3	0	0
1229060544474337280	TRUE	1	0	0	4	0	0
1228439985122140160	TRUE	1	0	0	2	0	0
1228770957990518786	TRUE	1	0	0	17	0	0
1228925332880793605	TRUE	1	0	0	2	0	0
1241829684880515075	FALSE	1	1	0	7	0.2857142857	0.1428571429
1241935195525328897	FALSE	1	0	0	2	0	0
1242184159570919425	FALSE	1	0	0	2	0	0
1241825206064369670	FALSE	1	0	0	6	0	0.1666666667
1238478565265596417	FALSE	1	0	0	1	0	0
1243304484685692928	FALSE	1	0	0	61	0.1147540984	0.01639344262
1233333692183044097	FALSE	1	0	0	32	0.03125	0.03125
1228733126366695427	FALSE	1	0	0	2	0	0
1229000543978360834	FALSE	1	0	0	5	0.2	0
1229075640848179201	FALSE	1	0	0	91	0.1098901099	0.1208791209
1228408418479824900	FALSE	1	0	0	3	0	0
1228808111986814977	FALSE	1	0	0	4	0	0
1230057301765230592	FALSE	1	0	0	19	0.1052631579	0.05263157895
1228376697130692615	FALSE	1	0	0	1	0	0
1229014928931074048	TRUE	1	0	0	3	0	0
1235588799050199042	FALSE	1	0	0	1	0	0
1238577765835845634	FALSE	1	0	0	3	0	0
1238585738868011008	FALSE	1	1	0	26	0.07692307692	0
1238607653481459714	FALSE	1	0	0	18	0.05555555556	0
1238901160096006147	FALSE	1	1	0	8	0.125	0
1238976572503269376	FALSE	1	0	0	4	0.25	0
1244391972762267649	FALSE	1	0	0	4	0	0
1245031264522063880	FALSE	1	0	0	2	0	0
1242743704621846528	FALSE	1	0	0	15	0	0
1242547704745639940	FALSE	1	0	0	6	0.3333333333	0.3333333333
1232732619999150082	FALSE	1	0	0	6	0	0
1232441173299494913	FALSE	1	0	0	1	0	0
1233473247955558402	FALSE	1	0	0	3	0	0
1233099312202207237	FALSE	1	0	0	2	0	0
1238762599073931265	FALSE	1	0	0	1	0	0
1239320092808286209	FALSE	1	0	0	17	0.1176470588	0
1223534380125171714	FALSE	1	0	0	2	0	0
1223658964526731265	FALSE	1	0	0	16	0	0
1223926215683248129	FALSE	1	0	0	2	0	0
1224294489424113664	FALSE	1	0	0	2	0	0
1224748045226729480	FALSE	1	0	0	3	0	0
1244381602622443522	FALSE	1	0	0	5	0	0
1236381538432036864	TRUE	1	1	0	33	0.2727272727	0
1236440165314375681	FALSE	1	0	0	7	0	0
1236666321015918592	FALSE	1	0	0	21	0.380952381	0
1236009846186610689	FALSE	1	1	0	9	0	0
1236388241185673216	TRUE	1	1	0	2	0	0
1237144996387659776	FALSE	1	0	0	2	0	0
1242949826351947779	FALSE	1	0	0	42	0.09523809524	0.02380952381
1242952493514055680	FALSE	1	0	0	25	0	0
1242954893532463105	FALSE	1	0	0	195	0.05641025641	0.06153846154
1243980921524666368	TRUE	1	0	0	3	0	0
1242589500552941570	FALSE	1	0	0	3	0	0
1242897597150277632	FALSE	1	0	0	3	0	0
1242933524665110529	FALSE	1	0	0	4	0	0
1242939229572927491	FALSE	1	0	0	19	0	0
1242951906399604736	FALSE	1	0	0	11	0.1818181818	0
1242953131719380999	FALSE	1	0	0	4	0	0
1243302624243462145	TRUE	1	0	0	2	0	0
1243509068444192768	FALSE	1	0	0	2	0	0
1245036572501819392	FALSE	1	0	0	3	0	0
1246935707962220548	TRUE	1	0	0	2	0	0
1224383472300711937	FALSE	1	0	0	2	0	0
1233396823764668416	FALSE	1	0	0	2	0	0
1224544709508583424	FALSE	1	0	0	4	0	0
1224544737824210945	FALSE	1	0	0	2	0	0
1224544806124294148	FALSE	1	0	0	3	0	0
1224616037292945408	FALSE	1	0	0	5	0	0
1224616120725975040	FALSE	1	0	0	2	0	0
1224616508048990208	FALSE	1	0	0	2	0	0
1246197664481411073	FALSE	1	0	0	63	0.1428571429	0.06349206349
1230983032720375809	FALSE	1	0	0	2	0	0
1231119545458417664	FALSE	1	0	0	5	0	0
1223227646173237249	FALSE	1	0	0	2	0	0
1232033407758196737	FALSE	1	0	0	96	0.04166666667	0
1233704525652987904	TRUE	1	0	0	6	0.5	0
1234226440259932160	FALSE	1	0	0	12	0	0
1241309455372951552	FALSE	1	0	0	1	0	0
1243678574864936967	FALSE	1	0	0	213	0.0985915493	0.04225352113
1236413848418222082	FALSE	1	0	0	174	0.02873563218	0.03448275862
1236661959916949504	FALSE	1	0	0	1	0	0
1236786490119802881	FALSE	1	0	0	1	0	0
1236797779101564929	FALSE	1	0	0	210	0.04285714286	0
1237096725870981121	FALSE	1	0	0	3	0	0
1237132065960873987	FALSE	1	0	0	3	0	0
1237151898316259328	FALSE	1	0	0	34	0	0
1237487759109115904	FALSE	1	0	0	127	0.007874015748	0
1238971902217129984	FALSE	1	0	0	6	0.3333333333	0
1245767945931960320	FALSE	1	0	0	4	0	0
1252408422886076417	FALSE	1	0	0	5	0	0
1225355728682131457	FALSE	1	0	0	2	0	0
1224780897146286081	FALSE	1	0	0	6	0	0
1225172635929149441	TRUE	1	0	0	48	0	0.02083333333
1225297799060885504	TRUE	1	0	0	10	0.1	0.1
1226535371799961600	TRUE	1	0	0	31	0.06451612903	0.1290322581
1224778147910111232	FALSE	1	0	0	22	0.1818181818	0.04545454545
1224802011607994368	FALSE	1	0	0	2	0	0
1224814168869568523	FALSE	1	0	0	5	0	0
1224828960456028167	FALSE	1	0	0	2	0	0
1225920634032660480	FALSE	1	0	0	5	0	0.2
1224901799112531969	FALSE	1	0	0	3	0	0
1224999991246303233	FALSE	1	0	0	2	0	0
1225128934989357059	FALSE	1	0	0	4	0	0
1226849671630462976	TRUE	1	0	0	4	0	0
1225074338115850242	FALSE	1	0	0	3	0	0
1244565230639874049	FALSE	1	0	0	7	0	0
1240987101178605568	FALSE	1	0	0	3	0	0
1244385012771893250	TRUE	1	0	0	6	0	0
1230139008719687681	FALSE	1	0	0	23	0.1304347826	0.08695652174
1230203624887848960	FALSE	1	0	0	9	0	0
1230211494492680198	FALSE	1	0	0	7	0	0
1230381075387625472	FALSE	1	0	0	4	0	0
1231130365525417984	FALSE	1	0	0	4	0	0
1233456515127877633	FALSE	1	0	0	3	0	0
1233878144194576385	FALSE	1	0	0	2	0	0
1237433791666364416	TRUE	1	0	0	14	0.1428571429	0
1238245762930298882	TRUE	1	0	0	65	0.06153846154	0.01538461538
1238878942486020097	TRUE	1	0	0	1	0	0
1238887259342069760	TRUE	1	0	0	8	0	0
1250653318420082690	FALSE	1	0	0	2	0	0
1232748920805130242	TRUE	1	0	0	2	0	0
1232780242772807681	FALSE	1	0	0	15	0	0
1241142336639377410	FALSE	1	0	0	3	0	0
1245401594834944001	TRUE	1	0	0	4	0	0
1232382084406292480	FALSE	1	0	0	3	0	0
1232391121738850305	TRUE	1	0	0	87	0.03448275862	0.02298850575
1232400478086090752	FALSE	1	0	0	7	0	0
1232409240444293121	FALSE	1	0	0	6	0	0
1233135491706499085	TRUE	1	0	0	2	0	0
1233150906025365506	TRUE	1	0	0	2	0	0
1238105270599012353	FALSE	1	0	0	3	0	0
1236357039502303232	FALSE	1	1	0	3	0	0
1236369474409857024	FALSE	1	1	0	2	0	0
1236426898042912770	FALSE	1	1	0	2	0	0
1236362622716518401	FALSE	1	1	0	1	0	0
1236379668103802881	FALSE	1	1	0	6	0	0
1236427908756860928	FALSE	1	1	0	13	0	0
1236664572611907584	TRUE	1	0	0	2	0.5	0.5
1240053550585131008	FALSE	1	0	0	24	0.1666666667	0.04166666667
1241792049139105798	FALSE	1	0	0	3	0	0
1236395448987987969	FALSE	1	1	0	4	0	0.25
1236587837883105280	FALSE	1	0	0	5	0	0
1236699208083791872	FALSE	1	1	0	1	0	0
1236764131241406465	FALSE	1	0	0	5	0	0
1236798125261676548	TRUE	1	0	0	2	0	0
1237125353983954944	TRUE	1	0	0	4	0.5	0
1237153975255871488	FALSE	1	1	0	3	0	0
1237159157352083459	FALSE	1	0	0	2	0	0
1237279237708668928	FALSE	1	0	0	44	0.1818181818	0.06818181818
1237027205491941378	FALSE	1	0	0	48	0.0625	0
1228674241542926336	FALSE	1	0	0	4	0.25	0
1229150647293009929	FALSE	1	0	0	18	0.05555555556	0
1230209800476221442	TRUE	1	0	0	4	0.25	0
1229905069329567745	FALSE	1	0	0	5	0	0
1232352261487124480	FALSE	1	0	0	2	0	0.5
1236574400939524099	TRUE	1	0	0	2	0	0
1234562992647393281	FALSE	1	0	0	64	0.046875	0.046875
1235032292755730434	FALSE	1	0	0	4	0	0
1233825740577263617	TRUE	1	0	0	3	0	0
1233305551158874114	TRUE	1	0	0	49	0	0.02040816327
1234191790800080896	TRUE	1	0	0	2	0	0
1233124358060748811	TRUE	1	0	0	25	0	0.04
1235877692291125249	FALSE	1	0	0	4	0	0
1235907351280070657	FALSE	1	0	0	2	0	0
1223983919139303425	FALSE	1	0	0	13	0	0.1538461538
1224387564385263622	FALSE	1	0	0	1	0	0
1225129155521585153	FALSE	1	0	0	11	0	0
1225157090420969473	FALSE	1	0	0	17	0.05882352941	0
1242954929020362752	FALSE	1	0	0	1	0	0
1224052467383644163	FALSE	1	0	0	4	0	0
1224566916699824128	FALSE	1	0	0	3	0	0
1230949088855822338	FALSE	1	0	0	15	0	0
1235987308727488512	FALSE	1	0	0	3	0	0
1227335278530039808	FALSE	1	0	0	7	0	0
1244730513639735298	FALSE	1	0	0	41	0.1219512195	0.1219512195
1222641294205509633	FALSE	1	0	1	4	0	0.25
1237006496304594946	FALSE	1	0	0	4	0	0
1238442527205793792	FALSE	1	0	1	10	0.1	0.2
1246135224217583618	FALSE	1	1	1	4	0.25	0.25
1246791948708560896	TRUE	1	0	0	2	0	0
1221808968319864838	FALSE	1	0	0	18	0.1111111111	0.1111111111
1231176304231407617	FALSE	1	1	0	61	0.1803278689	0.04918032787
1231847848666374144	FALSE	1	1	1	4	0.5	0.25
1242225505727918081	FALSE	1	1	1	1	0	0
1225103220713906176	FALSE	1	1	1	37	0.2432432432	0.1621621622
1236914534771838976	FALSE	1	0	0	4	0	0
1237623135295471616	FALSE	1	0	0	7	0.2857142857	0.2857142857
1240776234579234822	FALSE	1	0	0	14	0.07142857143	0
1240782111688339462	FALSE	1	0	0	27	0	0.03703703704
1240773293659095047	FALSE	1	0	0	38	0.05263157895	0
1240656512588091392	FALSE	1	0	0	2	0	0
1240663397915557888	FALSE	1	0	0	1	0	0
1240698405166256129	FALSE	1	0	0	3	0	0
1240702975414169600	FALSE	1	0	0	2	0	0
1240759135668441090	FALSE	1	0	0	4	0	0
1240776386576605184	FALSE	1	0	0	18	0	0
1240777901903052800	FALSE	1	0	0	2	0	0
1240779454437306371	FALSE	1	0	0	1	0	0
1240665098106146817	FALSE	1	0	0	3	0.3333333333	0
1240738145127354370	FALSE	1	0	0	2	0	0
1240744487074385921	FALSE	1	0	0	1	0	0
1240782255280336898	FALSE	1	0	0	2	0	0
1224492409087758338	FALSE	1	0	0	3	0	0
